"전철역코드","외부코드","전철역명","호선","정류장명","정류장ID","X좌표","Y좌표"
"0217","217","잠실새내","2","신천역앞","24458","207607","445669"
"2626","625","대흥","6","마포문화센터","14293","195047","450051"
"0150","133","서울","1","서울역","02243","197545","450628"
"0426","426","서울","4","서울역","02243","197545","450628"
"0202","202","을지로입구","2","을지로입구","02157","198326","451849"
"0230","230","신림","2","신림사거리","21148","193811","442555"
"2647","646","화랑대","6","화랑대역2번출구","11139","207380","457855"
"0329","339","고속터미널","3","센트럴시티","22213","200551","444881"
"2736","734","고속터미널","7","센트럴시티","22213","200551","444881"
"0220","220","선릉","2","선릉역","23276","204260","445164"
"1023","K215","선릉","B","선릉역","23276","204260","445164"
"2643","642","상월곡","6","월곡중학교","08137","204388","456360"
"2549","548","강동","5","동주병원","25226","211835","448307"
"1805","150","송내","1","송내역","46039","178169","443269"
"0341","351","경찰병원","3","경찰병원","24342","211078","444168"
"2814","813","몽촌토성","8","올림픽공원","24396","210026","446389"
"2814","813","몽촌토성","8","올림픽공원평화의문광장","24241","210125","446424"
"2718","716","공릉","7","공릉역","11177","206499","458495"
"0418","418","성신여대입구","4","돈암시장입구","08306","201478","454709"
"2614","613","독바위","6","불광1동공동주차장앞","12292","194070","457389"
"0220","220","선릉","2","선릉역","23214","204291","445155"
"1023","K215","선릉","B","선릉역","23214","204291","445155"
"2560","P554","거여","5","거여역","24270","212602","443870"
"2560","P554","거여","5","거여역현대아파트","24271","212588","443836"
"4119","919","흑석","9","흑석2동명수대현대아파트","20126","196910","445343"
"2529","528","마포","5","마포역","14132","195205","448918"
"2726","724","중곡","7","용곡삼거리","05132","207562","452052"
"2557","P551","방이","5","오금동대림아파트","24265","211330","445359"
"0417","417","길음","4","길음역","08336","202153","455865"
"1902","114","도봉","1","도봉역성황당","10005","203964","464240"
"2730","728","뚝섬유원지","7","자양4동차고지","05264","205872","448050"
"2717","715","하계","7","하계역","11447","205972","459679"
"2818","817","가락시장","8","가락공영주차장","24405","210497","443789"
"0312","322","불광","3","불광역질병관리본부","12249","194067","456641"
"0159","127","동묘앞","1","동묘역앞","01235","201379","452465"
"2637","636","동묘앞","6","동묘역앞","01235","201379","452465"
"2551","550","굽은다리","5","굽은다리역구민회관","25237","212686","449765"
"2823","822","남한산성입구","8","금광시장","48046","214050","438972"
"2823","822","남한산성입구","8","금광시장","49036","214092","438942"
"0324","334","금호","3","금호역","04156","201349","449884"
"2749","747","철산","7","광명경찰서철산역","38121","188193","441732"
"0238","238","합정","2","합정역","14244","192328","450084"
"2623","622","합정","6","합정역","14244","192328","450084"
"4122","922","신반포","9","반포2동주민센터","22201","199506","444823"
"0250","211-3","용두","2","용두역","06161","203287","452713"
"0322","332","동대입구","3","동대입구역장충동","02222","200477","450961"
"2522","521","오목교","5","오목교역청학스포츠타운","15261","188980","447140"
"0214","214","강변","2","테크노마트앞","05162","208314","448601"
"1860","K227","이매","B","돌마고교","47080","211380","432680"
"1854","K226","야탑","B","야탑역","47115","211379","434704"
"2633","632","버티고개","6","버티고개","02236","200533","449814"
"2632","631","한강진","6","시립한남직업학교","03160","200314","449124"
"0427","427","숙대입구","4","남영동","03109","197570","449410"
"2815","814","잠실","8","송파전화국","24136","209462","446077"
"0431","431","동작","4","국립현충원","20133","197960","444778"
"4120","920","동작","9","국립현충원","20133","197960","444778"
"0243","243","충정로","2","충정로역2호선","13137","196823","451126"
"2532","531","충정로","5","충정로역2호선","13137","196823","451126"
"0159","127","동묘앞","1","종로구민회관숭인동","01240","201397","452742"
"2637","636","동묘앞","6","종로구민회관숭인동","01240","201397","452742"
"2624","623","상수","6","상수역","14123","193047","449799"
"2624","623","상수","6","상수역","14124","193071","449825"
"4125","925","신논현","9","노보텔","23770","202438","445125"
"0219","219","삼성","2","삼성역","23780","205486","445654"
"0219","219","삼성","2","삼성역","23781","205581","445594"
"2751","749","천왕","7","오류2동주민센터","17203","185830","443256"
"0328","338","잠원","3","잠원역매일상가","22377","201161","445984"
"0229","229","봉천","2","봉천역","21831","194942","442518"
"0228","228","서울대입구","2","서울대학교입구전철역","21833","195705","442468"
"0230","230","신림","2","신림역","21829","193965","442766"
"0230","230","신림","2","신림역","21830","193828","442788"
"2734","732","논현","7","영동시장","23117","202054","445785"
"2733","731","학동","7","논현동사거리","23115","202624","446042"
"2733","731","학동","7","논현동사거리","23118","202666","446017"
"2732","730","강남구청","7","강남구청역","23128","203541","446395"
"2517","516","우장산","5","양서1단지화곡제2주공","16352","185591","449851"
"2745","743","신풍","7","신풍역신길6동사무소","19308","192025","444432"
"2542","541","마장","5","마장역","04117","203862","451870"
"0432","432","총신대입구(이수)","4","이수역","22267","198458","443154"
"2738","736","총신대입구(이수)","7","이수역","22267","198458","443154"
"0327","337","신사","3","신사사거리","23108","201961","446445"
"2631","630","이태원","6","해밀턴호텔","03190","199382","448340"
"2631","630","이태원","6","보광동입구","03283","199479","448241"
"2625","624","광흥창","6","광흥창역","14128","193867","449766"
"2717","715","하계","7","한신아파트","11427","206174","459797"
"2560","P554","거여","5","거여역7번출구","24403","212745","443723"
"0155","128","동대문","1","동대문","01214","200744","452469"
"0421","421","동대문","4","동대문","01214","200744","452469"
"0154","129","종로5가","1","종로6가","01216","200316","452367"
"2548","547","천호","5","풍납토성","24108","210762","448840"
"2813","812","강동구청","8","강동구청","25281","210829","447866"
"2813","812","강동구청","8","강동구청","25282","210823","447841"
"2548","547","천호","5","천호역현대백화점","25162","210959","448947"
"2812","811","천호","8","천호역현대백화점","25162","210959","448947"
"4114","914","국회의사당","9","국회의사당","19129","192724","447808"
"1701","141","구로","1","구로역","17154","189603","445021"
"2520","519","신정","5","신정역은행정역","15274","187123","447254"
"2521","520","목동","5","목동역목동오거리","15272","187901","447382"
"1454","439","정부과천청사","4","과천전화국","37017","199305","436573"
"0342","352","오금","3","송파경찰서","24368","211195","444572"
"2558","P552","오금","5","송파경찰서","24368","211195","444572"
"2630","629","녹사평","6","녹사평역","03187","198702","448367"
"1017","121","신이문","1","신이문역","06253","205996","455904"
"0212","212","건대입구","2","건대역","05218","206193","448849"
"2729","727","건대입구","7","건대역","05218","206193","448849"
"0212","212","건대입구","2","건대역","05204","206201","448791"
"2716","714","중계","7","중계역","11366","205688","460477"
"0231","231","신대방","2","신대방역","20207","192246","443114"
"1004","136","노량진","1","노량진역","20211","194772","446033"
"4117","917","노량진","9","노량진역","20211","194772","446033"
"2725","723","용마산","7","용마폭포공원","07206","207838","452913"
"2725","723","용마산","7","용마폭포공원","07207","207822","452939"
"2725","723","용마산","7","용마산역","07208","207656","452657"
"2725","723","용마산","7","용마산역","07209","207632","452671"
"2726","724","중곡","7","용암사입구","05131","207603","452051"
"2726","724","중곡","7","국립서울병원앞","05115","207365","451603"
"2816","815","석촌","8","석촌호수","24004","209306","445303"
"2741","739","상도","7","상도터널상도동","20158","195539","445001"
"0414","414","수유","4","수유역강북구청","09004","202227","459768"
"0334","344","도곡","3","숙명여고","23333","204820","443678"
"1025","K217","도곡","B","숙명여고","23333","204820","443678"
"0417","417","길음","4","미아시장","08247","202335","456169"
"2530","529","공덕","5","한국산업인력공단","14179","195525","449475"
"2627","626","공덕","6","한국산업인력공단","14179","195525","449475"
"0339","349","수서","3","수서신동아아파트","23405","208837","443087"
"1030","K221","수서","B","수서신동아아파트","23405","208837","443087"
"2721","719","중화","7","지하철7호선중화역","07108","207016","455926"
"0150","133","서울","1","도동삼거리","02120","197888","450429"
"0150","133","서울","1","서울역","02119","197470","450945"
"0426","426","서울","4","서울역","02119","197470","450945"
"0311","321","연신내","3","연신내역","12119","193136","457554"
"2615","614","연신내","6","연신내역","12119","193136","457554"
"1457","442","범계","4","범계역","56022","195590","432315"
"1457","442","범계","4","범계역","56023","195560","432343"
"0334","344","도곡","3","도곡전철역","23219","204998","443578"
"1025","K217","도곡","B","도곡전철역","23219","204998","443578"
"0413","413","쌍문","4","쌍문역","10015","203069","461026"
"0413","413","쌍문","4","쌍문역","10016","203042","460943"
"0340","350","가락시장","3","가락공영주차장","24381","210572","443919"
"2818","817","가락시장","8","가락공영주차장","24381","210572","443919"
"2560","P554","거여","5","하나웨딩홀","24273","212801","443889"
"2718","716","공릉","7","공릉역1번출구","11161","206425","458560"
"0429","429","신용산","4","신용산역","03253","197152","447837"
"0233","233","대림","2","대림역","19270","190830","443698"
"2746","744","대림","7","대림역","19270","190830","443698"
"4104","904","신방화","9","세민정보고등학교","16306","183781","452180"
"2731","729","청담","7","경기고교","23172","204986","446736"
"2717","715","하계","7","하계장미아파트","11448","206073","459392"
"2718","716","공릉","7","공릉역4번출구","11162","206393","458535"
"2646","645","태릉입구","6","태릉입구역3번출구","11104","206607","457766"
"2719","717","태릉입구","7","태릉입구역3번출구","11104","206607","457766"
"2720","718","먹골","7","묵동삼거리","07103","206809","457003"
"0150","133","서울","1","서울역","02245","197544","450604"
"0426","426","서울","4","서울역","02245","197544","450604"
"2738","736","총신대입구(이수)","7","남성초등학교","20182","198154","442752"
"2739","737","남성","7","사당시장","20180","197649","442687"
"2750","748","광명사거리","7","광명시장","38018","187226","442208"
"1005","137","대방","1","대방역","19306","193505","446036"
"0311","321","연신내","3","연신내역","12106","193130","457629"
"2615","614","연신내","6","연신내역","12106","193130","457629"
"0312","322","불광","3","서부시외버스터미널","12104","193679","456995"
"2730","728","뚝섬유원지","7","자양4동주민센터앞","05223","205972","448250"
"0434","434","남태령","4","남태령역","21608","198935","440638"
"1952","316","화정","3","별빛부영아파트","35390","185056","459278"
"1860","K227","이매","B","송림돌마고교","47084","211339","432636"
"1901","115","방학","1","도봉소방서","10113","203811","462897"
"0159","127","동묘앞","1","동묘역앞","01236","201405","452489"
"2637","636","동묘앞","6","동묘역앞","01236","201405","452489"
"1707","P148","명학","1","명학초등학교","57039","194326","431384"
"0248","234-2","양천구청","2","양천구민체육센타","15195","188000","446243"
"0240","240","신촌","2","신촌전철역","14228","194300","450657"
"2724","722","사가정","7","사가정역","07246","207750","453487"
"0314","324","홍제","3","홍제역","13126","195190","454258"
"2826","825","수진","8","성남여고","49013","212464","437426"
"2611","610","응암","6","새서울의원앞","12209","192570","455670"
"2611","610","응암","6","응암역신사오거리","12167","192515","455381"
"1860","K227","이매","B","농업기술센터","47083","211349","433032"
"4116","916","샛강","9","앙카라공원","19151","193869","446533"
"2741","739","상도","7","상도시장","20160","195458","444692"
"0245","211-2","신답","2","신답역명문예식장","04267","204257","452200"
"2631","630","이태원","6","보광동입구","03284","199495","448242"
"4111","911","신목동","9","목원초등학교","15142","189497","449236"
"1901","115","방학","1","방학역","10111","203871","463294"
"0334","344","도곡","3","도곡역","23228","205001","443533"
"1025","K217","도곡","B","도곡역","23228","205001","443533"
"0312","322","불광","3","불광역","12103","193881","456699"
"2613","612","불광","6","불광역","12103","193881","456699"
"2538","537","청구","5","청구역","02212","201256","451161"
"2635","634","청구","6","청구역","02212","201256","451161"
"2538","537","청구","5","청구역","02211","201295","451164"
"2635","634","청구","6","청구역","02211","201295","451164"
"2539","538","신금호","5","신금호역","04146","201759","450638"
"2539","538","신금호","5","신금호역","04145","201779","450681"
"2739","737","남성","7","남성역","20178","197413","442838"
"2625","624","광흥창","6","광흥창역서강동주민센터","14201","193936","449854"
"1856","K229","수내","B","분당구청","47624","210369","431300"
"4106","906","양천향교","9","씨제이주식회사","16268","186199","451946"
"2728","726","어린이대공원","7","어린이대공원앞","05251","206672","450036"
"0216","216","잠실","2","잠실역8번출구","24132","208952","446049"
"2561","P555","마천","5","종점","24281","213461","443749"
"0220","220","선릉","2","진선여고앞","23307","204411","444762"
"1023","K215","선릉","B","진선여고앞","23307","204411","444762"
"2724","722","사가정","7","지하철7호선사가정역","07178","207792","453389"
"2625","624","광흥창","6","신수중학교","14236","194049","449532"
"2625","624","광흥창","6","광흥창역","14127","193864","449795"
"2537","536","동대문역사문화공원","5","퇴계로6가","02205","200352","451537"
"0321","331","충무로","3","대한극장앞","02153","199551","451304"
"0423","423","충무로","4","대한극장앞","02153","199551","451304"
"0333","343","매봉","3","매봉역","23317","203942","442975"
"2713","711","수락산","7","두산아파트","11194","204699","464336"
"2713","711","수락산","7","수락산역","11197","204861","464194"
"2713","711","수락산","7","수락산역3번출구","11196","204901","464173"
"2818","817","가락시장","8","가락시장가락시장역","24363","210371","443899"
"1801","143","개봉","1","개봉역","17872","187338","443841"
"0218","218","종합운동장","2","잠실종합운동장","24711","206406","445671"
"0317","327","경복궁","3","경복궁역","01777","197483","452964"
"0318","328","안국","3","안국역","01779","198700","453006"
"0318","328","안국","3","안국역","01780","198720","452979"
"0250","211-3","용두","2","동대문구청후문앞","06165","203394","453009"
"2723","721","면목","7","면목역","07229","207820","454354"
"2633","632","버티고개","6","송도병원앞","02197","200682","450088"
"0322","332","동대입구","3","장충동동국대입구","02204","200499","451242"
"0322","332","동대입구","3","장충동동국대입구","02203","200523","451237"
"0322","332","동대입구","3","장충체육관앞","02202","200692","450946"
"0322","332","동대입구","3","장충체육관앞","02201","200688","451000"
"0317","327","경복궁","3","적선동","01269","197453","452919"
"1763","445","수리산","4","수리산역","40119","193425","427812"
"4122","922","신반포","9","반포2동주민센터","22200","199798","444963"
"2713","711","수락산","7","수락산역","11849","204682","464344"
"0331","341","남부터미널","3","국제전자센터","22376","201571","442893"
"0323","333","약수","3","약수동","02195","200881","450487"
"2634","633","약수","6","약수동","02195","200881","450487"
"0323","333","약수","3","약수동","02196","200823","450375"
"2634","633","약수","6","약수동","02196","200823","450375"
"0321","331","충무로","3","퇴계로3가한옥마을한국의집","02151","199270","451303"
"0423","423","충무로","4","퇴계로3가한옥마을한국의집","02151","199270","451303"
"0335","345","대치","3","대치동국제아파트","23225","205488","444097"
"0335","345","대치","3","선경아파트","23231","205662","443677"
"0152","131","종각","1","제일은행본점","01201","198519","452425"
"2751","749","천왕","7","천왕역","17202","185767","442950"
"2639","638","보문","6","안암초교입구","08317","201835","454181"
"2639","638","보문","6","보문역","08296","201774","454015"
"2639","638","보문","6","보문역","08295","201790","453994"
"2724","722","사가정","7","면목우체국","07176","207837","453619"
"2724","722","사가정","7","면목시장","07180","207743","453352"
"2646","645","태릉입구","6","태릉입구역7번출구북부지청앞","11117","206794","457607"
"2719","717","태릉입구","7","태릉입구역7번출구북부지청앞","11117","206794","457607"
"2533","532","서대문","5","서대문경찰서","13252","197176","451588"
"0410","410","상계","4","벽산아파트103동","11243","206337","462347"
"0211","211","성수","2","성수역","04284","204743","449551"
"2825","824","신흥","8","종합시장","49021","212964","437901"
"0321","331","충무로","3","퇴계로3가한옥마을한국의집","02152","199336","451265"
"0423","423","충무로","4","퇴계로3가한옥마을한국의집","02152","199336","451265"
"0416","416","미아사거리","4","미아삼거리역","09011","202643","457134"
"1751","444","산본","4","군포시청","40100","194144","428946"
"1957","311","주엽","3","주엽역","36699","178947","463403"
"1957","311","주엽","3","주엽역","36700","178853","463443"
"2742","740","장승배기","7","상도2동파출소앞","20198","194637","444994"
"2554","553","상일동","5","신한은행","25166","214597","450950"
"0218","218","종합운동장","2","잠실종합운동장","24710","206383","445744"
"0326","336","압구정","3","압구정역","23105","202498","447412"
"2641","640","고려대","6","고려대학교앞","06175","203072","454292"
"2641","640","고려대","6","고대앞","08156","203091","454358"
"1801","143","개봉","1","경인중학교","17166","187291","444146"
"0432","432","총신대입구(이수)","4","사당1동중앙시장앞","20184","198288","442818"
"2738","736","총신대입구(이수)","7","사당1동중앙시장앞","20184","198288","442818"
"2739","737","남성","7","남성역","20179","197402","442814"
"2732","730","강남구청","7","강남구청역","23135","203560","446358"
"0420","420","혜화","4","혜화역서울연극센터(장면총리가옥)","01228","200113","453879"
"0420","420","혜화","4","혜화역서울대병원입구","01221","200173","453506"
"2644","643","돌곶이","6","돌곶이역","08210","205025","456838"
"2725","723","용마산","7","방약국앞","07183","207583","452923"
"0155","128","동대문","1","청계7가맑은내다리","01253","201145","452277"
"0159","127","동묘앞","1","동대문","01233","201220","452530"
"2612","611","역촌","6","역촌오거리","12257","193288","456460"
"0212","212","건대입구","2","건대입구역사거리","05229","206284","449091"
"2729","727","건대입구","7","건대입구역사거리","05229","206284","449091"
"0152","131","종각","1","종로1가","01764","198307","452273"
"0152","131","종각","1","조계사","01202","198484","452554"
"0246","211-4","신설동","2","신설동전철역","01775","201866","452778"
"2618","617","증산","6","증산역","12747","192031","453805"
"0211","211","성수","2","성수역","04253","204861","449462"
"2741","739","상도","7","상도2동대림아파트","20155","195303","444991"
"2822","821","산성","8","성남기능대학","48613","213422","439936"
"1016","122","외대앞","1","축협이문동","06328","205641","455043"
"2715","713","노원","7","도봉면허시험장","11186","205262","461936"
"1901","115","방학","1","방학1동대상타운현대삼성아파트","10136","204067","462932"
"1901","115","방학","1","방학1동대상타운현대삼성아파트","10135","204099","462898"
"0249","234-3","신정네거리","2","신정네거리역","15303","186991","446724"
"1705","P146","관악","1","관악역","57048","192057","435602"
"0150","133","서울","1","회현역","02667","197947","450918"
"0425","425","회현","4","회현역","02667","197947","450918"
"0424","424","명동","4","명동역","02669","198946","451304"
"2530","529","공덕","5","공덕역","14806","195869","449442"
"2627","626","공덕","6","공덕역","14806","195869","449442"
"1958","310","대화","3","대화역","36601","177718","464073"
"2534","533","광화문","5","광화문","01273","197847","452322"
"0250","211-3","용두","2","동대문구청앞","06164","203391","452859"
"0415","415","미아","4","미아역신일중고","09253","202255","458645"
"2643","642","상월곡","6","상월곡역","08136","204099","456215"
"1015","123","회기","1","휘경시장","06122","205002","454632"
"1200","K118","회기","K","휘경시장","06122","205002","454632"
"0416","416","미아사거리","4","미아삼거리역","09261","202693","456915"
"4114","914","국회의사당","9","국회의사당","19131","192755","447774"
"2716","714","중계","7","중계역1번출구","11390","205641","460722"
"2647","646","화랑대","6","태릉고등학교","07368","207566","457644"
"1953","315","대곡","3","대곡역","35620","183401","459092"
"1953","315","대곡","3","대곡역","35621","183200","459104"
"2740","738","숭실대입구","7","숭실대입구역","20164","195833","444149"
"2724","722","사가정","7","사가정역","07247","207742","453470"
"2724","722","사가정","7","시장입구","07249","207908","453442"
"2724","722","사가정","7","시장입구","07248","207932","453454"
"1901","115","방학","1","도봉소방서","10009","203793","462970"
"1901","115","방학","1","도봉소방서","10010","203799","462897"
"0425","425","회현","4","남대문시장","02146","198032","450922"
"4125","925","신논현","9","교보타워","23122","202148","445121"
"0424","424","명동","4","명동입구","02149","198817","451255"
"1018","120","석계","1","석계역","08147","205880","457239"
"2645","644","석계","6","석계역","08147","205880","457239"
"1018","120","석계","1","석계역","11479","205878","457257"
"2645","644","석계","6","석계역","11479","205878","457257"
"1018","120","석계","1","석계역","08340","205878","457237"
"2645","644","석계","6","석계역","08340","205878","457237"
"1704","P145","석수","1","석수역","57059","191395","437274"
"2560","P554","거여","5","거여역종점","24276","212889","443723"
"1801","143","개봉","1","개봉역","17233","187301","443839"
"0310","320","구파발","3","기자촌입구","12302","192908","459458"
"0310","320","구파발","3","기자촌입구","12295","192924","459442"
"0410","410","상계","4","상계5동새마을금고","11460","206305","462412"
"1003","135","용산","1","전자상가관광터미널","03252","196814","448116"
"1290","K110","용산","K","전자상가관광터미널","03252","196814","448116"
"1003","135","용산","1","전자상가관광터미널","03251","196816","448147"
"1290","K110","용산","K","전자상가관광터미널","03251","196816","448147"
"0244","211-1","용답","2","사근동하이츠아파트앞","04226","204305","451299"
"0244","211-1","용답","2","사근동하이츠아파트앞","04227","204302","451314"
"4106","906","양천향교","9","양천초등학교","16270","185871","452168"
"0229","229","봉천","2","관악초등학교","21106","194989","442555"
"0158","124","청량리","1","현대코아","06285","203945","453554"
"2557","P551","방이","5","방이역3번출구대림아파트","24223","211106","445452"
"1701","141","구로","1","애경백화점구로역","17256","189624","444711"
"2619","618","디지털미디어시티","6","수색전철역6호선앞","12310","191236","453296"
"1458","443","금정","4","금정역","40092","194990","430168"
"1708","P149","금정","1","금정역","40092","194990","430168"
"1708","P149","금정","1","금정동","40096","195093","429896"
"1856","K229","수내","B","분당구청앞","47623","210402","431327"
"1859","K232","오리","B","성우스타우스","47167","209861","426480"
"2521","520","목동","5","목동역","15691","188004","447333"
"2748","746","가산디지털단지","7","가산디지털단지역","18209","189642","442420"
"1702","P142","가산디지털단지","1","가산디지털단지역","18209","189642","442420"
"1002","134","남영","1","남영역","03110","197520","449172"
"1002","134","남영","1","용산경찰서원효2가방향","03139","197277","449004"
"0416","416","미아사거리","4","미아삼거리","09739","202689","457037"
"1006","139","영등포","1","영등포역","19114","191890","446376"
"2726","724","중곡","7","용암사입구","05135","207631","452045"
"1958","310","대화","3","대화역","36281","177715","464099"
"2554","553","상일동","5","상일동역","25131","214960","450866"
"0417","417","길음","4","길음시장","08246","202040","455957"
"2624","623","상수","6","극동방송","14231","193191","449998"
"2614","613","독바위","6","불광파출소앞독바위역앞","12282","194106","457563"
"0417","417","길음","4","길음뉴타운","08004","202092","455960"
"2542","541","마장","5","마장역","04271","203799","451873"
"0240","240","신촌","2","명물거리","13146","194413","450797"
"0227","227","낙성대","2","낙성대입구","21102","196629","442059"
"0227","227","낙성대","2","서울미술고인헌중고","21101","196931","441911"
"2748","746","가산디지털단지","7","가산디지털단지역","18106","189473","442451"
"1702","P142","가산디지털단지","1","가산디지털단지역","18106","189473","442451"
"2744","742","보라매","7","서울공업고등학교","20143","193142","444481"
"2721","719","중화","7","지하철7호선중화역","07107","206983","455900"
"2823","822","남한산성입구","8","법원앞남한산성입구역","48048","214112","439148"
"2544","543","장한평","5","장한평역","06251","205760","451464"
"1450","435","선바위","4","선바위역","37027","200106","439207"
"2647","646","화랑대","6","지하철6호선화랑대역","07295","207627","457797"
"1954","314","백석","3","백석역B","36184","181295","460407"
"2556","P550","올림픽공원","5","올림픽공원역","24244","211555","446343"
"2557","P551","방이","5","방이역","24248","211188","445504"
"0416","416","미아사거리","4","롯데백화점미아점","09277","202714","457233"
"2612","611","역촌","6","역촌역역촌오거리","12246","193301","456425"
"1022","116","창동","1","창동역동측","10265","204375","461576"
"0412","412","창동","4","창동역동측","10265","204375","461576"
"1003","135","용산","1","용산역","03119","197062","447643"
"0429","429","신용산","4","용산역","03119","197062","447643"
"1290","K110","용산","K","용산역","03119","197062","447643"
"2813","812","강동구청","8","영파여고","24109","210660","447991"
"0219","219","삼성","2","한국전력공사","23197","205546","445666"
"0415","415","미아","4","미아역신일중고","09254","202350","458467"
"0241","241","이대","2","이대역","14207","195139","450781"
"1003","135","용산","1","용산역","03255","197031","447783"
"0429","429","신용산","4","용산역","03255","197031","447783"
"1290","K110","용산","K","용산역","03255","197031","447783"
"0430","430","이촌","4","이촌역","03264","197732","446975"
"1008","K111","이촌","K","이촌역","03264","197732","446975"
"2642","641","월곡","6","동덕여대앞","08134","203783","455941"
"4125","925","신논현","9","리츠칼튼호텔","23266","202278","445025"
"2621","620","마포구청","6","마포구청역","14194","191402","451475"
"0427","427","숙대입구","4","남영우체국","03209","197604","449532"
"0427","427","숙대입구","4","숙대입구","03330","197396","449452"
"0234","234","신도림","2","문래동남성아파트","19002","190545","445798"
"1007","140","신도림","1","문래동남성아파트","19001","190526","445771"
"0234","234","신도림","2","문래동남성아파트","19001","190526","445771"
"0311","321","연신내","3","연서시장","12185","193168","457746"
"2615","614","연신내","6","연서시장","12185","193168","457746"
"2516","515","발산","5","등촌3동그랜드백화점","16219","185737","451185"
"0260","234-4","까치산","2","화곡8동주민센터","16185","186640","447915"
"2519","518","까치산","5","화곡8동주민센터","16185","186640","447915"
"0260","234-4","까치산","2","화곡8동주민센터","16184","186729","447939"
"0316","326","독립문","3","독립문역","01167","196406","452650"
"2552","551","명일","5","명일역","25232","212744","450278"
"1852","K224","태평","B","제일시장태평역","48027","211445","437859"
"1852","K224","태평","B","제일시장태평역","48024","211505","437915"
"2824","823","단대오거리","8","세이브존구종점","48003","213775","438324"
"0327","337","신사","3","신사동사거리신사역","23110","201778","446195"
"0246","211-4","신설동","2","숭인동","01244","201858","452815"
"0159","127","동묘앞","1","청계8가영도교","01254","201612","452383"
"0216","216","잠실","2","잠실롯데월드","24146","208682","445892"
"2556","P550","올림픽공원","5","올림픽공원역","24245","211623","446329"
"0154","129","종로5가","1","종로5가","01212","200193","452340"
"2516","515","발산","5","발산역7번출구","16393","185674","450946"
"2724","722","사가정","7","면목우체국","07177","207814","453694"
"2724","722","사가정","7","지하철7호선사가정역","07179","207812","453527"
"1821","145","온수","1","온수동종점","17290","184214","443624"
"2752","750","온수","7","온수동종점","17290","184214","443624"
"2734","732","논현","7","영동시장논현역","23123","201959","445621"
"2815","814","잠실","8","잠실역9번출구","24135","209203","446157"
"0216","216","잠실","2","잠실역1번출구","24134","209065","446042"
"2815","814","잠실","8","잠실역1번출구","24134","209065","446042"
"0216","216","잠실","2","잠실롯데월드","24138","208624","445933"
"0217","217","잠실새내","2","잠실2동주민센터앞","24141","207716","445820"
"1015","123","회기","1","휘경시장","06123","205012","454606"
"1200","K118","회기","K","휘경시장","06123","205012","454606"
"0329","339","고속터미널","3","고속터미널호남선","22210","200278","445151"
"2736","734","고속터미널","7","고속터미널호남선","22210","200278","445151"
"4123","923","고속터미널","9","고속터미널호남선","22210","200278","445151"
"2559","P553","개롱","5","구립송파도서관앞","24266","212013","444516"
"2559","P553","개롱","5","우창아파트","24267","212032","444491"
"0323","333","약수","3","동호터널입구","02194","201049","450384"
"2634","633","약수","6","동호터널입구","02194","201049","450384"
"0227","227","낙성대","2","낙성대입구","21123","196542","442052"
"2521","520","목동","5","목동역홍익병원","15284","187973","447631"
"2521","520","목동","5","목동역홍익병원","15160","188011","447553"
"0339","349","수서","3","수서역수서전화국앞","23404","208909","443093"
"1030","K221","수서","B","수서역수서전화국앞","23404","208909","443093"
"2632","631","한강진","6","한강진역","03197","200187","449045"
"2816","815","석촌","8","석촌역","24005","209633","444893"
"2728","726","어린이대공원","7","화양천주교회앞","05227","206507","449686"
"0310","320","구파발","3","구파발역","12735","192862","459562"
"1954","314","백석","3","백석역","36683","181139","460529"
"1955","313","마두","3","마두역","36731","180374","461401"
"2718","716","공릉","7","공릉대동2차아파트","11165","206254","458595"
"2718","716","공릉","7","공릉대동2차아파트","11164","206272","458592"
"0155","128","동대문","1","청계6가오간수교","02241","200799","452221"
"0421","421","동대문","4","청계6가오간수교","02241","200799","452221"
"0342","352","오금","3","송파경찰서","24369","211208","444815"
"2558","P552","오금","5","송파경찰서","24369","211208","444815"
"0219","219","삼성","2","삼성역","23242","205687","445343"
"2545","544","군자","5","능동사거리","05141","206954","450633"
"1454","439","정부과천청사","4","정부과천청사","37006","199106","436349"
"0230","230","신림","2","패션문화의거리입구","21149","193770","442959"
"0260","234-4","까치산","2","화곡전화국","16186","186524","447847"
"2519","518","까치산","5","화곡전화국","16186","186524","447847"
"2744","742","보라매","7","동작세무서","19311","192909","444346"
"2738","736","총신대입구(이수)","7","남성초등학교","20183","198146","442784"
"0203","203","을지로3가","2","청계2가삼일교","02225","198988","452038"
"0320","330","을지로3가","3","청계2가삼일교","02225","198988","452038"
"2748","746","가산디지털단지","7","국민연금관리공단앞","18208","189755","442372"
"1702","P142","가산디지털단지","1","국민연금관리공단앞","18208","189755","442372"
"2543","542","답십리","5","답십리역","06325","204702","451917"
"2543","542","답십리","5","답십리삼거리","04001","204806","451775"
"2750","748","광명사거리","7","광명4동한진아파트","38021","187062","442030"
"2514","513","송정","5","송정역","16377","183337","451347"
"0243","243","충정로","2","충정로역","13766","196868","451117"
"2532","531","충정로","5","충정로역","13766","196868","451117"
"2529","528","마포","5","마포역","14803","195327","449032"
"4108","908","증미","9","이마트강서소방서","16255","187865","450867"
"4107","907","가양","9","현대프린스텔","16257","187311","451202"
"1020","118","월계","1","월계역3번출구","11495","205186","459123"
"1002","134","남영","1","숙대입구역","03009","197574","449314"
